,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
Tea,0.0020652629244492632,0.0023053357951087687,0.002521060537412651,0.00287045698274515,0.002885813461534323,0.0027577215174254687,0.0027005147289819,0.0029400802438008375,0.002881188054993952,0.0029790268512285985,0.0029789739089869046,0.0026816245725598416,0.0028334358103182704,0.0029015799654666546,0.002979642442906851,0.002958305757776307,0.002979668925674925,0.001581151634917865,0.0015501635705781034,0.0018877459806213937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015538330727393414,0.0,0.0,0.0,5.241515821783897e-05,0.0,0.0,0.0010542038560101908,0.03534358510953149,0.04336195913035445,0.030307064943104756,0.0,0.0,0.04545986953544527,0.04972552652586555,0.0,0.0,1.6805338042686173e-07,0.0,0.0,0.0,0.0,2.315748850443335e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3250397712630981e-06,4.793177609012022e-07,1.3781754885976652e-06,1.3610441931049502e-06,1.1696522039171653e-06,0.0,1.1253575480780403e-06,9.907809649707257e-07,7.043356313626783e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.7417594197108434e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071458217243124e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005186381021747498,1.7139273212665214e-06,5.746271945230073e-05,0.0,0.0018415108693024844,2.397468573591678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.034195368796698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,0.0008424301414420186,0.0009403569574381032,0.001028352061122088,0.0011708724605231896,0.0011771364380755219,0.00112488715140323,0.0011015522421723336,0.001199272105413168,0.001175249713707451,0.001215158603744999,0.0012151370083637858,0.0010938468614393984,0.0011557713558867217,0.001183567666748889,0.0012154097063907887,0.0012067063754687844,0.001215420508832352,0.0006449589442953558,0.0006323187718912921,0.0007700201725577198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004632550588976622,0.0,0.0,0.0,1.7670509965382313e-05,0.0,0.0,0.00035788277005085025,0.010537228798139479,0.012927802402504346,0.009043365592725623,0.0,0.0,0.013553267019858003,0.01482501700060118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30353688223877e-06,3.183077265741609e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009967616113376e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015711596379482725,5.168870825363304e-07,1.7149245379801213e-05,0.0,0.0007337706449313564,7.53990787174947e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2139453918906875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8052797507333936e-06,0.00011287768374992945
Rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8961473731407004e-05,3.9092804895663735e-05,4.225715828435937e-05,4.26190175527213e-05,4.1859232053629425e-05,1.4079067993370459e-05,3.2216649126125455e-05,0.0,0.0,2.603072273189551e-06,3.9081708147514675e-05,0.0,0.0,0.02844010950315854,0.024963862589530143,0.0,0.0,2.6500795425261963e-05,9.586355218024045e-06,2.75635097719533e-05,2.7220883862099003e-05,2.3393044078343305e-05,2.9205455371658338e-09,2.2507150961560804e-05,3.218836812440025e-05,1.4086712627253566e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.4637172534781865e-05,4.342012168076988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001538237492680635,0.00021637446836412987,0.00012077611237564195,0.0,0.0001167996145616506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006098289352542637,4.768341821336702e-06,3.749698697842302e-05,0.0,2.6684994405048808e-08,0.00010398196000074981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820854807919406e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruits,0.0053302572569119315,0.005949863674027925,0.006506629768818184,0.00740839046777104,0.007448024153892835,0.007117430404033964,0.006969784844896612,0.007588081822367411,0.007436086396967984,0.007688599501940477,0.007688462862791705,0.006921031055652209,0.007312842162200995,0.007488716077912074,0.007690188288516489,0.0076351202294286345,0.007690256638151317,0.004080809700559829,0.00400083230258823,0.0048721020424538726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3166710765217422e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024056618863746637,0.00921170924240763,0.008712315244374118,0.008321745090348677,0.008092935435291,0.001678657585686586,0.006087770551478687,0.0016271338596922863,0.054719337049470865,0.06713347413472674,0.046930255611446675,0.003085423392103303,0.004358217938146405,0.07038148268281255,0.07698562094079849,0.011323193661026054,0.0,2.823296791171277e-05,0.0,0.0,0.0,0.0,3.890458068744803e-06,0.0,0.0,1.3998052962833542e-07,1.0884867149309007e-07,2.7705695197105104e-07,3.265422318902221e-06,0.0,0.0,0.0,0.0,0.0002226066815722005,8.462668611714304e-05,0.00023153348208440773,0.0002286554244416316,0.00019650157025808375,0.00014420779630441472,0.00019399383783901027,0.00016645120211508194,0.00011832838606892994,0.0,0.0,0.0,0.0,0.0,5.452165657738705e-08,1.3180634613518392e-05,3.328557344283187e-06,1.4175302875641844e-08,1.1570757155575379e-08,2.173914796492435e-08,3.412934432368742e-07,7.968250522284766e-07,5.514070196683571e-07,1.3142840888938388e-05,1.8050917579950303e-05,1.0550861622447692e-05,3.302965409135466e-07,9.870306738104945e-06,8.65278897264689e-08,9.363822350210605e-06,0.0,2.322872278029229e-06,2.4378530315921374e-06,1.3416677735425798e-06,2.144459360350662e-06,2.4314247054632896e-06,2.224595123687489e-06,2.4450014077894123e-06,1.0494514256104675e-05,0.0009273394188766192,3.1422420852021104e-06,9.588391367010113e-05,2.6045248907831104e-06,0.004592132917669305,0.0001547696873398995,0.0,0.0035963197101831746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3870600357655e-05,0.0,0.0,0.0,0.0,0.0010682065417426652,0.0,0.0,0.0,0.0
Vegetables,0.02149505938593465,0.02399371490852579,0.0262389574352486,0.02987544228797469,0.030035271053418754,0.028702102325657914,0.028106699531991332,0.030600074543421542,0.02998713026364697,0.031005427116030986,0.031004876098232832,0.027910092587037815,0.029490129459069425,0.030199367321415434,0.031011834135459302,0.030789763953231856,0.0310121097655816,0.016456475293474007,0.016133954477672328,0.019647479978771656,0.01644124114074955,0.050508707530882824,0.03297152985972821,0.026426425373016527,0.0,0.0,0.0,0.0,0.0,5.033551399177686e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003088110422533693,0.009389321346343602,0.008880298470937865,0.008482197685520837,0.008206838258412508,0.00010891100700256141,0.0062051496075771805,0.002022211682041511,0.007024235451111426,0.008617818752940822,0.006353487045370543,0.0001179538117705488,0.0004167882594309902,0.009034760514650233,0.009882523381986261,8.393768466290626e-06,9.653824577135668e-06,3.123671784479793e-05,1.4085719428119791e-05,1.4206339184240435e-05,1.395307735120981e-05,4.69302266445682e-06,1.3247610963355432e-05,0.0,0.0,0.0011360904621320327,1.0489053798425042e-06,2.669821537175583e-06,3.146679689123959e-05,0.0,0.0,0.0,0.0,0.0001523795736952563,5.527833273186579e-05,0.00015849018118873148,0.00015652008220706928,0.000134510003450474,0.0002357192391455001,0.0001374799137688534,0.00011806406057996204,8.099859760670799e-05,0.0,0.0,0.0,0.0,0.0,5.253905088366389e-07,1.5803538797625124e-06,3.064503102293409e-05,0.0,0.0,0.0,0.0,9.249459407941341e-07,1.4809659359072487e-07,0.0,0.0,5.093361106879934e-07,3.182857576075995e-06,4.0461901290567155e-08,0.0,8.180448071361532e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468696397598281e-07,0.00010112895555882687,0.0003202214869241118,9.472542452333956e-07,1.4175257060234138e-05,9.956936202188953e-08,0.017549917901877824,0.00013044847553279014,0.0,0.030983769777959046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257738461895131e-05,0.0,0.0,0.0,0.0,0.002698053072252531,0.0,0.0,8.393999450147191e-06,0.0002489948906248444
Other food crops,0.06251848109999507,0.06978583241360578,0.07631613083946992,0.08689286409959479,0.08735772681396295,0.08348019931272892,0.08174846749313291,0.08900046041525071,0.08721770910098768,0.09017943027499906,0.0901778276371472,0.08117663527106204,0.08577217992845627,0.08783500157953272,0.09019806512107437,0.08955217295389367,0.0901988667925786,0.0478637356210707,0.04692568231472598,0.05714478772359795,0.21969304299907794,0.6749132599185398,0.44057596778781977,0.35311821997407694,0.0,0.0,0.0,0.0,0.0,1.8934828215331866e-05,3.264659222145021e-05,3.1970365243944465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00042493876280567846,0.001524063701534389,0.0027760114022585243,0.002625515615181536,0.002507814635653755,0.0025548568930392366,0.00025869385467028696,0.0018345911730949815,0.00245956317084866,0.030242214411678688,0.03710324408988658,0.026210980027622403,0.002166625279364291,0.002958176800688712,0.03889834937110318,0.04254831620132654,0.010920292774644104,0.0013654798540770783,0.0018813076983035775,0.0019923467591107216,0.0020094077535042303,0.001973585274232232,0.0006638019835392813,0.0015242129534107363,0.0,0.0,0.003460255630476882,0.00463607177682214,5.339643074351166e-06,0.0013191868969249037,7.942685580848597e-06,6.971847679071908e-06,2.2038541930065908e-05,7.147914833654064e-05,0.0015509150103021796,0.0005803824191059929,0.0016124653216592682,0.0015924217059327917,0.0013684930785830833,0.0033386141787842168,0.0014308877538036686,0.0017425659236160026,0.0008401401333057724,0.0004038086615671891,0.00039112032306040445,0.0005492296461518857,0.0005220950939566601,0.0005285970130310349,1.0507810176732777e-06,7.655894662403192e-05,0.0001298444452416019,8.8100888863496e-05,8.410494107458854e-05,6.607709132711102e-05,6.443787691686453e-05,7.37200596706667e-05,5.6554544986223434e-05,1.4572546209479356e-05,1.52625473427828e-05,1.4050820349733533e-05,6.36571515215199e-06,9.785687924160672e-06,1.0383346767176267e-06,0.00017623192143806918,0.0,2.7874467336350744e-05,2.925423637910565e-05,1.6100013282510957e-05,2.5733512324207945e-05,2.9177096465559477e-05,2.6695141484249868e-05,2.945086190461244e-05,0.00020225791111765375,0.0010790233040724377,4.5430916349082706e-06,0.019975345395869176,1.828931965559971e-06,0.051089883485539014,0.00013823764160005023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.776048871537104e-05,0.0,0.0,0.0,0.0,0.009580051420049456,0.0,0.0,7.946319479472673e-05,0.0023571516312485266
Milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005789953241708178,0.017787164144080724,0.011611265509770883,0.009306339220098606,0.0,0.0,0.0,0.0,0.0,1.0596950314058286e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013696705165014807,0.0,0.0,0.0,5.024836448878286e-06,0.3604112600698214,0.0,9.191820073446228e-05,0.003115461198585696,0.0038222636652908808,0.002671324522683779,2.4832381425378694e-05,3.302382028969543e-05,0.004007189966482863,0.0043831984783230015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3008469100531655e-08,0.0,0.0,0.0,3.101178960746257e-05,1.0610257552472032e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.942716285633531e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010817800181661611,1.967755501508432e-05,0.0010671408843870797,2.0961970951976746e-08,1.3981132503957829e-05,0.0012195788322251228,0.0,0.169554838477502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001366919680284728,0.0,0.0,0.0,0.0,0.021127478645411594,0.0,0.0,0.0,0.0
Wool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002464943208695307,0.0030411678624376556,0.00359655369397992,0.0036273519383760574,0.003562685750342238,0.0012257561556872807,0.0027036102240843175,0.0,0.0,3.944905834980362e-07,3.06755346935072e-07,7.807968646456894e-07,9.202553807815351e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.569539230939792e-07,0.0,0.0010530583999932305,0.0,0.0,0.0,0.0,0.0,0.0,1.5365194126354533e-07,7.03310506635428e-08,8.96222605387695e-06,0.0,0.0,0.0,0.0,2.70503058156775e-07,4.3311267936910103e-08,0.0,0.0,1.285372129894398e-07,9.308357062109041e-07,1.1833197547241336e-08,0.0,2.3923951906812026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.295244181655351e-08,2.9575449267204084e-05,0.00023521386229383997,2.1784852507152694e-06,8.89788647987528e-06,0.0,0.0,3.054462223942913e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.304448438572406e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egg and poultry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007484600317541725,0.02299324516853556,0.01500973805720288,0.012030188599822151,0.0,0.0,0.0,0.0463023299964596,0.04716852922420733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016098825463769514,0.002782589628330227,0.0026317372161653784,0.002513757324363835,0.002409688373299386,0.0,0.0018389385455430739,0.00013090051881629213,0.003661848997325852,0.004492610075392486,0.003146703116657425,0.0,7.703058581660791e-05,0.004709968645258947,0.005151921314318941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010078831622425335,3.44833370455341e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.984946460516983e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.409508993640868e-05,2.576864381575492e-07,6.393059813942231e-06,0.0,1.6700295086841185e-05,3.420053126879378e-05,0.0,0.006633638424720799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.618541264887216e-06,0.0,0.0,0.0,0.0,0.022188051245559365,0.0,0.0,0.0,0.0
Other livestock products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005783405989644429,0.0017767050502002983,0.0011598135545002955,0.000929581565520592,0.0,0.0,0.0,0.0005079710405196697,0.0005174738910900405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03811424185944524,0.03604795610038346,0.03443193838620345,0.03291833613096603,0.0,0.02518867596424721,3.8102927898091686e-06,0.0,0.0,3.9565919603527216e-05,0.0,0.0010551187097433243,0.0,0.0,0.0,1.0726471752372963e-06,2.8358781011427372e-06,1.5650799364577545e-06,1.5784821315822704e-06,1.550341927912201e-06,0.00010166480443425371,5.193727033342297e-06,0.024530770668631182,0.03822332633743093,1.2725502693485039e-08,9.895333772099098e-09,2.5186995633731914e-08,2.7025650258327025e-05,0.0,0.0,0.0,0.0,1.1925357941367884e-05,4.313859848110821e-06,1.2403579397378985e-05,1.2249397737944552e-05,1.0526869835254488e-05,6.0473368323788314e-05,1.219721815543441e-05,9.375278641217485e-06,6.339020682264104e-06,0.0,0.0,0.0,0.0,0.0,4.956514234307914e-09,2.1969928145630146e-06,2.4601101502925886e-06,0.0,0.0,0.0,0.0,1.3799999698491154e-08,1.397137675384197e-09,0.0,0.0,9.61067410485558e-09,3.002695826486787e-08,3.8171604991101086e-10,0.0,7.717403840907106e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3855626392436615e-09,9.540467505549703e-07,0.0003826018827183655,1.098900899949928e-06,7.331609459264896e-06,0.0,3.9208670562008315e-06,0.00044977733512486395,0.0,0.027941652771613305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.259940710249285e-05,0.0,0.0,0.0,0.0,0.005058576869702249,0.0,0.0,0.0,0.0
Industry Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015276921482079624,0.0004693183151472486,0.0003063658445849837,0.0002455498474960054,0.012696800406297613,0.004893502878104656,0.009580311395602992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.119848970809142e-05,3.572633677277965e-05,6.578226071702664e-06,6.221600983842502e-06,5.9426887100799885e-06,6.33648803001579e-06,0.0,4.347372448092373e-06,1.3971073562633617e-05,0.0,0.0,2.4779626399900866e-06,0.0,1.8210540382176808e-07,0.0,0.0,0.00026860059092130003,2.1452943504745926e-06,6.680076484846645e-06,3.130159872915509e-06,3.156964263164541e-06,3.100683855824402e-06,1.0428939254348488e-06,2.9078907875165324e-06,0.0,0.0,0.4881045170414103,0.17082820454221126,5.238895091816238e-06,0.14929751090248902,0.0,0.0,0.0,0.0,3.1800954510314356e-05,1.1503626261628856e-05,3.307621172634396e-05,3.26650606345188e-05,2.8071652894011966e-05,5.646388038520612e-08,2.700858115387297e-05,2.4695243072259325e-05,1.6904055152704275e-05,7.716089074532277e-05,7.473636746377154e-05,0.0,7.739202524928366e-09,2.112562797866783e-10,1.030954960736046e-06,8.723945366098426e-07,6.0537895912310654e-05,4.208443203312906e-06,4.015741468529631e-06,3.1667145101155734e-06,3.3853856695230274e-06,3.420716248382369e-05,3.4673238103468193e-06,4.86292674899646e-07,2.9567824409222995e-08,1.386395271255453e-06,6.245607319092518e-06,2.786069105090486e-07,1.2979183458970334e-07,0.00016224041628409177,0.0,3.484308417043843e-06,3.656779547388206e-06,2.0125016603138696e-06,3.216689040525993e-06,3.6471370581949346e-06,3.3368926855312335e-06,3.932837357099279e-06,0.00019844172411543384,0.002038099265852491,0.020848047967758784,0.007150685928419642,0.0,0.00011664313318965031,0.0005594119051536621,0.0,0.0,0.0,0.026523923932599235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024438027996190385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firewood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008276432857438444,0.0003189838913134887,0.000624494372454121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929193169484726e-07,0.0,0.0,0.0,2.3135108210222933e-08,0.0,0.0,4.6501619258581256e-07,1.576118650211988e-05,1.933691567600783e-05,1.3514289322177635e-05,0.0,0.0,2.027246188777165e-05,2.2174697192190564e-05,0.0,0.0,4.201334510671543e-06,0.0,0.0,0.0,0.0,5.789372126108338e-07,0.0,0.0,0.012321402093141831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.312599428157745e-05,1.1982944022530057e-05,3.445438721494163e-05,3.402610482762375e-05,2.924130509792913e-05,0.0,2.813393870195101e-05,2.4769524124268146e-05,1.7608390784066956e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.006433196779189e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5178645543107807e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0765739588654336e-05,5.022122456944147e-08,1.074893567504703e-07,0.0,7.06486918652687e-08,4.2562686100834815e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885270659753905e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other forestry products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01928165732773907,0.05923467591894202,0.03866774624154758,0.030991898608960115,0.0,0.0,0.0,0.0,0.0,9.018368338107711e-06,1.6323296110725105e-05,1.5985182621972232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001645622724750653,0.0007672420112607588,7.45532288126302e-05,7.051147781688169e-05,6.73504720475732e-05,6.769955830209148e-05,2.575938143564843e-06,4.9270221078380226e-05,5.6936596830021804e-05,0.0008966363876761531,0.0011000556473462232,0.00077428079670236,3.104047678172337e-05,4.334363660543265e-05,0.001153277831837676,0.0012614938847112854,0.05521420897125974,2.5743532205695113e-05,0.00033610621620827017,3.756191847498611e-05,3.788357115797449e-05,3.720820626989282e-05,1.2514727105218187e-05,7.016354444245039e-05,0.0001704289311357164,0.00026555874416413244,0.0012388195805942378,0.0025517246152606176,0.0004840146622897428,0.0001499749806751754,0.00023298544370489217,0.00020450753191944261,1.1019270965032954e-05,2.025445390186668e-05,0.002399956264719648,0.0008764360505397355,0.0024958758098503715,0.0024648510337130646,0.002118240141293986,0.01545783588640227,0.002566890807272299,0.0018053023265175272,0.0012835855507035297,0.0015637940524385414,0.00151465704726577,6.815979421669085e-05,6.551130135651004e-05,6.561889401930956e-05,0.0001164113952956181,9.937162253447032e-05,0.00012257679903529285,0.0004011656663411302,0.000383360190998334,0.00030128536523487,0.0003054854056819895,0.00035152942964552586,0.00027540359764742956,6.978131647455383e-05,5.667108931849793e-05,6.44161429293989e-05,0.0002965560617260713,8.911403956580293e-05,2.3446085783783233e-05,0.00016696861181314594,0.0002827206172373009,0.0002113813773006598,0.0002218446258748845,0.00012209176739237478,0.00019514580179191024,0.00022125964819715938,0.00020243815625556148,0.0002211428189729347,2.9215024833171907e-05,0.0007629453845204639,3.859828652107508e-06,7.511908938959984e-06,2.620246368997093e-08,6.013281904896295e-06,0.00012670275210113142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.934531992905571e-05,0.0,0.0,0.0,0.0,7.088660052401556e-06,0.0,0.0,0.0,0.0
Inland Fish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022217319246971415,0.02263294897393813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06106347988159193,0.05775304806601533,0.05516399839943584,0.05275434655727631,0.0,0.040355209311492134,0.00033276557031000067,0.0,0.0,0.00012117013336305299,0.0,0.0016904237618761992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.101178960746257e-06,1.0610257552472032e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1947240709932226e-06,2.171006084038494e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005953558942933648,1.482705039026578e-06,9.490639320926513e-06,0.0,6.281688285644963e-06,0.0006872142513272969,0.0,0.0004522390029149623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1973390245319206e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
